epoch,train_loss,val_loss,train_acc,val_acc,val_f1
1,0.7021150204042593,1.046126512189706,0.5772395833333334,0.6179166666666667,0.6054351681463652
2,0.5657627067218224,0.7856827862560749,0.7199479166666667,0.7004166666666667,0.70315513762734
3,0.4913096008822322,0.691945326824983,0.7749479166666666,0.7704166666666666,0.7721728374118212
4,0.4363875836133957,0.6300229628880819,0.8188541666666667,0.8,0.8021753116405718
5,0.36023023817688227,0.5343727121750513,0.87203125,0.85,0.8510994353841461
6,0.314526269522806,0.573788870126009,0.9030729166666667,0.84,0.8418691569344962
7,0.2929845950566232,0.5018680443366369,0.9191145833333333,0.8754166666666666,0.874685554682566
8,0.28073101040596765,0.5236670915037394,0.9266666666666666,0.8725,0.8710779351386111
9,0.24511867885788283,0.5013485935827097,0.9505729166666667,0.8733333333333333,0.8744937925607911
10,0.23016515948499242,0.4690028987824917,0.95921875,0.8925,0.8932987236166698
11,0.22546375139305988,0.45456328491369885,0.9611979166666667,0.9025,0.9023703240948361
12,0.21691456871728101,0.4802568232019742,0.9676041666666667,0.8954166666666666,0.8959652772062979
13,0.20416885955880085,0.4479396417737007,0.973125,0.9095833333333333,0.9100683913555727
14,0.19757558312267065,0.4502356176575025,0.9770833333333333,0.9070833333333334,0.9073641784177299
15,0.19170423115914068,0.45641662056247395,0.9810416666666667,0.9004166666666666,0.9009707918591818
16,0.1915596656811734,0.440811970581611,0.9805729166666667,0.9125,0.9124454375500312
17,0.18522963114082813,0.4372641034424305,0.984375,0.9166666666666666,0.9167192384755225
18,0.1835837115844091,0.43861740579207736,0.9843229166666667,0.9129166666666667,0.9130756510522543
19,0.18400907997662821,0.4577726038793723,0.9841666666666666,0.9083333333333333,0.9084235431203909
20,0.1849099462851882,0.43788236503799755,0.9848958333333333,0.9125,0.9129017599503486
21,0.18100018333643675,0.44102319578329724,0.985625,0.91375,0.9139580551745429
22,0.17907790513709188,0.43162403255701065,0.9874479166666666,0.9183333333333333,0.9185078338205637
23,0.17913603332514563,0.4364987015724182,0.9869791666666666,0.9158333333333334,0.9160685388191249
24,0.17823300060505667,0.437127323821187,0.9874479166666666,0.9175,0.9177550979628962
25,0.17720411298796535,0.43052441502610844,0.98859375,0.9175,0.9176294588863391
26,0.1744192522019148,0.433489619443814,0.9900520833333334,0.9166666666666666,0.9167580464850732
27,0.17471261726071438,0.43303075060248375,0.9896354166666667,0.9175,0.9175959121927417
28,0.1761204117598633,0.43312827001015347,0.9884895833333334,0.9166666666666666,0.9169107229907105
29,0.17297841127340993,0.43391195063789684,0.9903645833333333,0.91875,0.9189792745515701
30,0.17667626217007637,0.429863765835762,0.9892708333333333,0.91875,0.9188901286939636
31,0.1742412115757664,0.4321435907234748,0.9897395833333333,0.9191666666666667,0.9192599776140185
32,0.1741289022999505,0.4313891815642516,0.9898958333333333,0.91875,0.9187615040680259
33,0.17330490642537674,0.43117143337925273,0.9903125,0.9191666666666667,0.9193143646098032
34,0.1723851260418693,0.43256089588006336,0.99078125,0.91875,0.9187648962057384
35,0.17379377223551273,0.4330625757575035,0.9897916666666666,0.9195833333333333,0.919684384424479
36,0.17365263355895877,0.43338695416847867,0.98953125,0.9225,0.9226549475102539
37,0.1725129991148909,0.4349219823877017,0.9909895833333333,0.9195833333333333,0.919751150134536
38,0.1749058961868286,0.4352442218611638,0.989375,0.9195833333333333,0.9197944514627218
39,0.17317812517285347,0.4327738496164481,0.99125,0.9204166666666667,0.9204992387571211
40,0.17129711713641882,0.43177503161132336,0.9917708333333334,0.9204166666666667,0.9205246294981274
41,0.17340837931260467,0.43275417760014534,0.9900520833333334,0.9204166666666667,0.9205115982605805
42,0.17354427666092911,0.43254743951062363,0.99,0.9204166666666667,0.920448055598121
43,0.1736380144332846,0.4318682017425696,0.98921875,0.92,0.9199910654754365
44,0.17368899441013733,0.4317251791556676,0.9896875,0.91875,0.9187902613693119
45,0.17322317619497576,0.4328264743089676,0.9913020833333334,0.9195833333333333,0.9197227915206727
46,0.17115215864032507,0.43036749710639316,0.9911458333333333,0.9191666666666667,0.9191640702888342
47,0.1713861214617888,0.43184393768509227,0.99140625,0.9170833333333334,0.9171052938627197
48,0.17216673819348216,0.42923307977616787,0.9908854166666666,0.9195833333333333,0.9196373133264663
49,0.1733593693934381,0.42850489107271034,0.9897916666666666,0.92,0.9199981497388606
50,0.1719375574029982,0.4295261837542057,0.99078125,0.9208333333333333,0.920891401404592
51,0.1724717707062761,0.4278998300433159,0.9909375,0.9183333333333333,0.9183404501020518
52,0.17221340816468,0.4336794378856818,0.9916666666666667,0.92,0.9201286629194599
53,0.17531184324373802,0.43274211324751377,0.9897916666666666,0.9204166666666667,0.9204215487008778
54,0.1741863957916697,0.43037014951308566,0.9901041666666667,0.92125,0.921247817840725
55,0.17299336955572167,0.4301191034416358,0.9903645833333333,0.9204166666666667,0.9204266257910918
56,0.17486093643431863,0.4308315689365069,0.9890625,0.9191666666666667,0.9191163740895933
57,0.17252824160580835,0.4313773059596618,0.9909375,0.9208333333333333,0.9208587992278673
58,0.17386775774260363,0.429805651307106,0.9906770833333334,0.9191666666666667,0.9191834109476789
59,0.17321011113623777,0.4298430122435093,0.9903645833333333,0.9195833333333333,0.9197481018810031
60,0.1724084336310625,0.4322909004986286,0.9913541666666666,0.9191666666666667,0.9193201983514935
61,0.17124197709684572,0.4333904168258111,0.99125,0.9195833333333333,0.9196592226835746
62,0.17313727115591368,0.43235981029768783,0.9895833333333334,0.9208333333333333,0.9209030257777204
63,0.17283102497458458,0.431047926346461,0.99125,0.92,0.9200485203027031
64,0.17117679010455808,0.43053495325148106,0.99125,0.9195833333333333,0.9196017485959936
65,0.17330045672133565,0.4309643805027008,0.9897916666666666,0.92,0.9201418032007745
66,0.17244805426647267,0.42894658880929154,0.9908333333333333,0.9208333333333333,0.9209236163494517
67,0.17450530144075552,0.4312206668158372,0.9894791666666667,0.92,0.9200867847016735
68,0.1727832811884582,0.43035822610060376,0.9901041666666667,0.92125,0.9213939950029072
69,0.17310317745432258,0.4306020357956489,0.9906770833333334,0.92125,0.9213740558737249
70,0.1731783845461905,0.43334947153925896,0.9898958333333333,0.92,0.9198954721342781
71,0.1709638161895176,0.43378104642033577,0.9914583333333333,0.9191666666666667,0.9192261738234139
72,0.17396706202998757,0.4315497043232123,0.990625,0.9208333333333333,0.9208700193612757
73,0.1734429346397519,0.4302988431106011,0.9905208333333333,0.9204166666666667,0.9204553045927764
74,0.1714790165424347,0.43374991913636524,0.9907291666666667,0.9195833333333333,0.9196626656612669
75,0.1730357917646567,0.4312958133717378,0.9906770833333334,0.9195833333333333,0.9197448737545084
76,0.17176075791940093,0.43192097544670105,0.9913541666666666,0.9191666666666667,0.9191077968462712
77,0.17510218995933732,0.4296795961757501,0.9895833333333334,0.9216666666666666,0.9217165071739185
78,0.17209872712070742,0.43369062927862007,0.9911458333333333,0.92,0.9201291049343383
79,0.17251746837670603,0.43039571680128574,0.9905729166666667,0.9220833333333334,0.9221357850977804
80,0.1727398649478952,0.43299340332547825,0.9904166666666666,0.92,0.9202049005207789
81,0.17411433610444269,0.43077827493349713,0.9902083333333334,0.9204166666666667,0.9204591213094965
82,0.17501861229538918,0.434295450647672,0.98953125,0.9195833333333333,0.9196874164715286
83,0.17160040326416492,0.43112590350210667,0.9915625,0.92,0.9201342429394068
84,0.17092243690664569,0.43429677933454514,0.9909375,0.9183333333333333,0.9184397483777619
85,0.17348392199104032,0.4333829488605261,0.9894270833333333,0.9195833333333333,0.9197338856118665
86,0.17260777981330952,0.4314419198781252,0.9908333333333333,0.9216666666666666,0.9217861544327771
87,0.1716277248536547,0.429819459716479,0.9908333333333333,0.9204166666666667,0.9204373868770915
88,0.17322101226697365,0.43025971576571465,0.9903125,0.9216666666666666,0.9218458264532855
89,0.17309443512931466,0.4305269035200278,0.9902604166666666,0.92125,0.9213783484652637
90,0.1739610300088922,0.43025029947360355,0.99,0.92,0.9200444350682124
91,0.1727773438518246,0.43084761686623096,0.9899479166666667,0.9216666666666666,0.9217512065122005
92,0.17314425654088458,0.4330352817972501,0.98984375,0.9204166666666667,0.9205299410881415
93,0.17418155493214726,0.42875964380800724,0.9890625,0.92125,0.9213522821468626
94,0.174263386366268,0.43037161851922673,0.9909375,0.9191666666666667,0.9190714881374241
95,0.17349957643697658,0.43266491281489533,0.9902604166666666,0.9191666666666667,0.919293057139396
96,0.17431976242611805,0.4333418272435665,0.9891666666666666,0.91875,0.9188497656613516
97,0.1732980222441256,0.4327521473169327,0.98953125,0.9191666666666667,0.9192172840321183
98,0.17164397286251187,0.42933494100968045,0.9909895833333333,0.92125,0.9213419264393777
99,0.1735399755028387,0.43015165875355404,0.9896875,0.9216666666666666,0.921748251122244
100,0.17171001651634774,0.4321810360997915,0.9902083333333334,0.9208333333333333,0.9209461381892897
101,0.1725325818794469,0.42834399951001007,0.99125,0.92,0.9199853995711197
102,0.17276609518254796,0.4318787604570389,0.9905729166666667,0.9195833333333333,0.9196678706046427
103,0.17276213752726713,0.43329492087165516,0.9893229166666667,0.9170833333333334,0.9171734082652407
104,0.17401980515569448,0.4315319247543812,0.9896354166666667,0.91875,0.9188171661433399
105,0.172069961981227,0.4344809160878261,0.99046875,0.92125,0.9213465779994912
106,0.17195626518999538,0.4293851951758067,0.9905729166666667,0.9191666666666667,0.9191799024343305
107,0.172523091857632,0.43249282240867615,0.9909895833333333,0.9204166666666667,0.9205402768370569
108,0.1731094589146475,0.42676894925534725,0.9905729166666667,0.9195833333333333,0.9195540976105692
109,0.17332491092383862,0.4308152546485265,0.9909375,0.9204166666666667,0.9203517441390483
110,0.17215912587319812,0.42924322932958603,0.9908333333333333,0.92125,0.9213702283843995
111,0.17364498740062118,0.43130642051498097,0.9894270833333333,0.9179166666666667,0.917945034956608
112,0.17295085716371736,0.4322514229764541,0.9907291666666667,0.9191666666666667,0.9191677979277864
113,0.17222981123874584,0.42912419823308784,0.9905729166666667,0.9216666666666666,0.9217636557429443
114,0.1724341354953746,0.4315113089978695,0.9906770833333334,0.9204166666666667,0.920527797932103
115,0.17269844096153975,0.4303112750252088,0.9908854166666666,0.9216666666666666,0.9217454698153199
116,0.17364118155092,0.43201616654793423,0.9896875,0.9195833333333333,0.9197217430435761
117,0.17344761764009795,0.43382950748006505,0.99046875,0.91875,0.9189135463018968
118,0.17285802479212484,0.433146550009648,0.98984375,0.9208333333333333,0.9209566064894626
119,0.1752862793703874,0.43211071752011776,0.9890625,0.9208333333333333,0.9209355520636997
120,0.17323881605019173,0.4318310047189395,0.9902083333333334,0.92125,0.921349356865956
121,0.17389089862505594,0.4318040485183398,0.9895833333333334,0.92125,0.9214112076169038
122,0.17185990900422135,0.42925137157241505,0.99109375,0.9216666666666666,0.9217284784996198
123,0.17464590507249036,0.4328755059589942,0.98984375,0.91875,0.9187947650491205
124,0.17307137589280805,0.4313684459775686,0.99,0.92,0.9201613839409233
125,0.17233451595529914,0.4339178626736005,0.9905208333333333,0.9191666666666667,0.9192451549908768
126,0.17243488179519773,0.43463845799366635,0.9905208333333333,0.9208333333333333,0.92091685742239
127,0.17384001969670257,0.43182425076762837,0.9895833333333334,0.92,0.9200800651660449
128,0.1722014012436072,0.43159779782096547,0.9902604166666666,0.9191666666666667,0.9193015290719698
129,0.1718160080102583,0.43189440419276554,0.99078125,0.9204166666666667,0.9206254363318301
130,0.17293054269005856,0.4319327262540658,0.9905729166666667,0.9204166666666667,0.9205851026977241
131,0.1729346333692471,0.4302420901755492,0.9905729166666667,0.9208333333333333,0.9209225879976181
132,0.17290453411017856,0.4316680145760377,0.9907291666666667,0.92,0.9200954115655154
133,0.1737075929219524,0.42978548382719356,0.9906770833333334,0.91875,0.9188556388132344
134,0.17405603639781475,0.43182750046253204,0.98984375,0.91875,0.9187920188534133
135,0.17386659871165952,0.43101541697978973,0.9894270833333333,0.9216666666666666,0.9218288171065937
136,0.172057732163618,0.43036720901727676,0.9916666666666667,0.9204166666666667,0.9205098749326636
